Location,Pollutant,Year,Mean_concentration,median,upper,lower
Albania,Ambient particulate matter pollution,1990,24.9474816,23.76174036,42.55203505,12.2833867
Albania,Ambient particulate matter pollution,1995,24.12933961,23.39114563,38.68839057,13.24450703
Albania,Ambient particulate matter pollution,2000,24.30286936,23.752234,36.88573489,14.8963245
Albania,Ambient particulate matter pollution,2005,22.16948971,21.86782299,30.57674425,15.75687751
Albania,Ambient particulate matter pollution,2010,21.63144957,21.62782944,24.31893975,19.07650969
Albania,Ambient particulate matter pollution,2011,23.414815,23.41782746,26.19645599,20.59361571
Albania,Ambient particulate matter pollution,2012,21.55597679,21.53144321,24.12081206,18.89806201
Albania,Ambient particulate matter pollution,2013,20.05028087,20.0556903,22.45298069,17.63693199
Albania,Ambient particulate matter pollution,2014,19.94217042,19.9384881,22.29925386,17.59281448
Albania,Ambient particulate matter pollution,2015,19.54397528,19.54052074,21.8434902,17.18573539
Albania,Ambient particulate matter pollution,2016,17.81730527,17.79064501,19.93103319,15.6886413
Albania,Ambient particulate matter pollution,2017,19.01906113,19.02078236,21.18236185,16.8025531
Albania,Ambient particulate matter pollution,2018,18.82011853,18.81556909,20.9444868,16.63784667
Albania,Ambient particulate matter pollution,2019,18.63878032,18.64152176,20.74442757,16.48974501
Andorra,Ambient particulate matter pollution,1990,14.26030327,13.43164433,25.00849116,7.043848639
Andorra,Ambient particulate matter pollution,1995,12.89488469,12.35996921,21.3399007,7.252836799
Andorra,Ambient particulate matter pollution,2000,13.6184311,13.25471385,21.06026376,8.238824937
Andorra,Ambient particulate matter pollution,2005,12.17828755,11.90734886,16.68206907,8.674636698
Andorra,Ambient particulate matter pollution,2010,11.25750375,11.20794314,12.88365476,9.836139717
Andorra,Ambient particulate matter pollution,2011,12.31364419,12.26948397,14.08503237,10.78573769
Andorra,Ambient particulate matter pollution,2012,11.21333853,11.16331363,12.8398979,9.811338587
Andorra,Ambient particulate matter pollution,2013,10.22088866,10.17346196,11.74607579,8.936446036
Andorra,Ambient particulate matter pollution,2014,9.589170072,9.544754606,11.01154451,8.398688731
Andorra,Ambient particulate matter pollution,2015,10.34568624,10.29754575,11.84599253,9.027197623
Andorra,Ambient particulate matter pollution,2016,8.943875425,8.894825103,10.27605094,7.821344041
Andorra,Ambient particulate matter pollution,2017,9.137722902,9.104640414,10.47657864,7.975433895
Andorra,Ambient particulate matter pollution,2018,9.181820028,9.148396398,10.54567622,8.0187171
Andorra,Ambient particulate matter pollution,2019,9.066401367,9.035194109,10.41131267,7.90896336
Austria,Ambient particulate matter pollution,1990,21.28759264,20.2922777,37.05850332,11.43266206
Austria,Ambient particulate matter pollution,1995,20.10142092,19.35067769,31.64820402,11.986633
Austria,Ambient particulate matter pollution,2000,17.30168358,16.91269251,25.83965435,10.90543806
Austria,Ambient particulate matter pollution,2005,16.47804063,16.23252122,22.0807367,12.20437102
Austria,Ambient particulate matter pollution,2010,15.7085395,15.69503252,16.15994889,15.28397335
Austria,Ambient particulate matter pollution,2011,16.0961842,16.10080714,16.54410931,15.65480988
Austria,Ambient particulate matter pollution,2012,14.50094818,14.50126552,14.92988042,14.10803858
Austria,Ambient particulate matter pollution,2013,14.50183038,14.49363816,14.91081176,14.10404298
Austria,Ambient particulate matter pollution,2014,12.81319702,12.8104796,13.16257092,12.47427453
Austria,Ambient particulate matter pollution,2015,13.35116934,13.34633012,13.7366424,12.98583454
Austria,Ambient particulate matter pollution,2016,12.30410306,12.30498775,12.64475656,11.97089541
Austria,Ambient particulate matter pollution,2017,11.96813105,11.9690519,12.30847388,11.63987319
Austria,Ambient particulate matter pollution,2018,12.31952644,12.31840018,12.6758988,11.99213016
Austria,Ambient particulate matter pollution,2019,12.16821803,12.16871548,12.51988812,11.84345302
Belarus,Ambient particulate matter pollution,1990,25.2079681,24.10854794,44.20865592,13.66596722
Belarus,Ambient particulate matter pollution,1995,23.08216971,22.1429686,39.14721199,13.14795044
Belarus,Ambient particulate matter pollution,2000,21.8129049,21.20127131,33.25226771,13.91853129
Belarus,Ambient particulate matter pollution,2005,21.00241299,20.66887323,29.08703,15.04823131
Belarus,Ambient particulate matter pollution,2010,22.09841962,22.04048356,25.42256149,19.36902499
Belarus,Ambient particulate matter pollution,2011,19.55318145,19.50830753,22.3340693,17.11622734
Belarus,Ambient particulate matter pollution,2012,18.88122818,18.81918259,21.59745575,16.51146141
Belarus,Ambient particulate matter pollution,2013,19.78007712,19.73589329,22.57297703,17.23355565
Belarus,Ambient particulate matter pollution,2014,20.21540632,20.13008973,23.24307606,17.58011347
Belarus,Ambient particulate matter pollution,2015,18.50294397,18.47330825,21.27321207,16.10005406
Belarus,Ambient particulate matter pollution,2016,16.71207883,16.66379736,19.1697086,14.55354239
Belarus,Ambient particulate matter pollution,2017,16.40896425,16.34907388,18.89471025,14.10450047
Belarus,Ambient particulate matter pollution,2018,16.50189248,16.43574506,19.01893634,14.17088027
Belarus,Ambient particulate matter pollution,2019,16.42351285,16.35782175,18.89683107,14.11553777
Belgium,Ambient particulate matter pollution,1990,21.05108459,19.98772132,36.24262831,10.94663782
Belgium,Ambient particulate matter pollution,1995,19.69909675,19.0073063,31.18144413,11.4388198
Belgium,Ambient particulate matter pollution,2000,17.64764194,17.1591656,26.61982595,11.0752155
Belgium,Ambient particulate matter pollution,2005,15.83183972,15.60430971,21.36628654,11.63577134
Belgium,Ambient particulate matter pollution,2010,16.88463686,16.89068978,17.54704685,16.27207328
Belgium,Ambient particulate matter pollution,2011,16.14879057,16.16102563,16.75751081,15.53651246
Belgium,Ambient particulate matter pollution,2012,15.11497046,15.12234928,15.70703273,14.54461097
Belgium,Ambient particulate matter pollution,2013,14.23228565,14.2359999,14.77880855,13.71082
Belgium,Ambient particulate matter pollution,2014,12.83901513,12.84922638,13.33517146,12.3626698
Belgium,Ambient particulate matter pollution,2015,13.20164452,13.20852323,13.70039887,12.70011169
Belgium,Ambient particulate matter pollution,2016,12.37628991,12.38315919,12.85684034,11.93428344
Belgium,Ambient particulate matter pollution,2017,12.82757618,12.8358124,13.34094773,12.36595828
Belgium,Ambient particulate matter pollution,2018,12.76304285,12.77185005,13.27289127,12.30096129
Belgium,Ambient particulate matter pollution,2019,12.6724532,12.68314422,13.1775306,12.21352078
Bulgaria,Ambient particulate matter pollution,1990,28.04612218,26.80704549,48.38825007,14.40058617
Bulgaria,Ambient particulate matter pollution,1995,26.69048619,25.70226907,42.04814279,14.82711749
Bulgaria,Ambient particulate matter pollution,2000,26.03477866,25.59937982,38.08475125,16.31003002
Bulgaria,Ambient particulate matter pollution,2005,23.85248605,23.44090673,32.07477687,17.22133079
Bulgaria,Ambient particulate matter pollution,2010,22.7674356,22.74144256,24.12885162,21.56148042
Bulgaria,Ambient particulate matter pollution,2011,25.5775453,25.55983155,27.05278229,24.23826473
Bulgaria,Ambient particulate matter pollution,2012,22.6468314,22.62566052,24.00166805,21.47378029
Bulgaria,Ambient particulate matter pollution,2013,21.22186088,21.21405887,22.50460268,20.04808844
Bulgaria,Ambient particulate matter pollution,2014,21.63806967,21.61959352,22.83649718,20.47969209
Bulgaria,Ambient particulate matter pollution,2015,20.32357683,20.29817658,21.45425539,19.19759681
Bulgaria,Ambient particulate matter pollution,2016,19.40617985,19.38393003,20.50413048,18.40177211
Bulgaria,Ambient particulate matter pollution,2017,19.66415885,19.64867933,20.81896782,18.63182066
Bulgaria,Ambient particulate matter pollution,2018,19.65003099,19.62986453,20.80701137,18.61701468
Bulgaria,Ambient particulate matter pollution,2019,19.36594583,19.3432417,20.47636493,18.34761249
Central Europe,Ambient particulate matter pollution,1990,29.19765263,28.00830685,49.5889175,14.91623441
Central Europe,Ambient particulate matter pollution,1995,28.35233056,27.3159246,45.00031578,16.03005127
Central Europe,Ambient particulate matter pollution,2000,25.49678379,25.01158371,37.13269583,16.34587808
Central Europe,Ambient particulate matter pollution,2005,24.29856505,23.88604506,32.62174451,17.74641244
Central Europe,Ambient particulate matter pollution,2010,24.10810252,24.10555323,24.72426796,23.49542536
Central Europe,Ambient particulate matter pollution,2011,25.11117492,25.11635742,25.77429075,24.48667718
Central Europe,Ambient particulate matter pollution,2012,22.71876457,22.71751828,23.26655267,22.14548321
Central Europe,Ambient particulate matter pollution,2013,21.65046283,21.63795697,22.18931793,21.12784432
Central Europe,Ambient particulate matter pollution,2014,21.61614712,21.60879005,22.12830678,21.08629185
Central Europe,Ambient particulate matter pollution,2015,20.99718938,20.99308848,21.49818746,20.49270545
Central Europe,Ambient particulate matter pollution,2016,19.65720728,19.64796114,20.13102698,19.18642496
Central Europe,Ambient particulate matter pollution,2017,20.37258442,20.37371386,20.86056663,19.89686073
Central Europe,Ambient particulate matter pollution,2018,20.36166174,20.36964316,20.85053882,19.87962935
Central Europe,Ambient particulate matter pollution,2019,20.18946388,20.186936,20.68680122,19.70703412
Croatia,Ambient particulate matter pollution,1990,26.11057713,25.01216467,44.22428812,13.22842498
Croatia,Ambient particulate matter pollution,1995,25.65266755,24.78928526,41.13298557,14.38511107
Croatia,Ambient particulate matter pollution,2000,23.65186739,23.17033449,34.63463386,14.95374716
Croatia,Ambient particulate matter pollution,2005,23.07265013,22.85415187,31.190112,16.5863486
Croatia,Ambient particulate matter pollution,2010,21.21532951,21.21241908,22.93306441,19.58070626
Croatia,Ambient particulate matter pollution,2011,23.24147685,23.23811215,25.13767442,21.41198354
Croatia,Ambient particulate matter pollution,2012,20.57402212,20.57603023,22.23042705,18.98536149
Croatia,Ambient particulate matter pollution,2013,20.04200652,20.01868831,21.72389685,18.48651624
Croatia,Ambient particulate matter pollution,2014,19.54244679,19.54351285,21.13564274,18.00766698
Croatia,Ambient particulate matter pollution,2015,19.94360466,19.92621798,21.57897079,18.36939967
Croatia,Ambient particulate matter pollution,2016,17.72824296,17.71807985,19.16279856,16.36923407
Croatia,Ambient particulate matter pollution,2017,18.34290048,18.33729078,19.83547354,16.92562564
Croatia,Ambient particulate matter pollution,2018,18.62479372,18.62033535,20.14132717,17.17783806
Croatia,Ambient particulate matter pollution,2019,18.46495986,18.45266422,19.95132779,17.03677296
Cyprus,Ambient particulate matter pollution,1990,17.48988591,16.61730874,31.20829661,8.884131452
Cyprus,Ambient particulate matter pollution,1995,18.79731478,18.07606318,30.68025052,10.65008785
Cyprus,Ambient particulate matter pollution,2000,18.48744599,18.03580654,28.56870133,11.26463648
Cyprus,Ambient particulate matter pollution,2005,17.96776089,17.59353293,24.81370784,12.86179839
Cyprus,Ambient particulate matter pollution,2010,18.80666676,18.7897933,21.09307365,16.63728949
Cyprus,Ambient particulate matter pollution,2011,18.49284254,18.45626597,20.74654489,16.38866068
Cyprus,Ambient particulate matter pollution,2012,16.81350235,16.77689068,18.88583091,14.93743803
Cyprus,Ambient particulate matter pollution,2013,16.29507954,16.2567814,18.27468754,14.45132926
Cyprus,Ambient particulate matter pollution,2014,16.41203304,16.39957333,18.40332395,14.58373679
Cyprus,Ambient particulate matter pollution,2015,17.13237684,17.11512827,19.24209853,15.22038858
Cyprus,Ambient particulate matter pollution,2016,14.41331917,14.37551438,16.12253748,12.75534903
Cyprus,Ambient particulate matter pollution,2017,15.1441739,15.12130106,16.99218087,13.46495878
Cyprus,Ambient particulate matter pollution,2018,15.58861663,15.57428893,17.46832013,13.830939
Cyprus,Ambient particulate matter pollution,2019,15.57380293,15.55846572,17.44956047,13.82713802
Czechia,Ambient particulate matter pollution,1990,26.11674239,25.06142304,45.02767991,13.36966767
Czechia,Ambient particulate matter pollution,1995,24.93815019,24.11660699,38.95733468,14.16513816
Czechia,Ambient particulate matter pollution,2000,21.41269573,21.06798019,31.00728779,13.76006567
Czechia,Ambient particulate matter pollution,2005,20.87395739,20.52652295,28.13023201,15.22542384
Czechia,Ambient particulate matter pollution,2010,20.48778139,20.48924847,21.0976948,19.87063724
Czechia,Ambient particulate matter pollution,2011,20.7873617,20.78176893,21.39617275,20.15820482
Czechia,Ambient particulate matter pollution,2012,19.04740747,19.06013169,19.60072929,18.45146122
Czechia,Ambient particulate matter pollution,2013,18.71154684,18.7102444,19.25921515,18.15104318
Czechia,Ambient particulate matter pollution,2014,18.16896079,18.1738328,18.66939988,17.64442955
Czechia,Ambient particulate matter pollution,2015,17.63788699,17.63274589,18.14571149,17.09856437
Czechia,Ambient particulate matter pollution,2016,16.71289546,16.70904632,17.22551095,16.23843316
Czechia,Ambient particulate matter pollution,2017,16.73176229,16.72999044,17.20880365,16.23837689
Czechia,Ambient particulate matter pollution,2018,16.96278201,16.96141469,17.44155339,16.46774929
Czechia,Ambient particulate matter pollution,2019,16.75140093,16.75095418,17.22426,16.26133015
Denmark,Ambient particulate matter pollution,1990,17.25015977,16.26268242,29.89162846,8.805804165
Denmark,Ambient particulate matter pollution,1995,15.39446635,14.83966095,24.67307019,8.760777125
Denmark,Ambient particulate matter pollution,2000,14.54206031,14.09202492,21.90749968,8.957780675
Denmark,Ambient particulate matter pollution,2005,13.09783363,12.89111707,17.75899595,9.417487138
Denmark,Ambient particulate matter pollution,2010,13.29038466,13.25234004,14.68700938,12.04701118
Denmark,Ambient particulate matter pollution,2011,13.56725749,13.52905203,14.99756292,12.3189433
Denmark,Ambient particulate matter pollution,2012,10.82992224,10.81051295,12.01112986,9.809451117
Denmark,Ambient particulate matter pollution,2013,10.4485287,10.42695716,11.56150436,9.457959319
Denmark,Ambient particulate matter pollution,2014,11.03144858,11.00689109,12.22045223,10.05071079
Denmark,Ambient particulate matter pollution,2015,10.16512436,10.14290036,11.26010377,9.210801416
Denmark,Ambient particulate matter pollution,2016,9.286433949,9.267883413,10.27665774,8.411612001
Denmark,Ambient particulate matter pollution,2017,10.28076623,10.25699304,11.38773365,9.329109711
Denmark,Ambient particulate matter pollution,2018,9.868317849,9.845054378,10.92502141,8.946624962
Denmark,Ambient particulate matter pollution,2019,9.785959755,9.763075825,10.82862684,8.867585831
Eastern Europe,Ambient particulate matter pollution,1990,20.01047073,19.17215226,35.96120131,10.41034363
Eastern Europe,Ambient particulate matter pollution,1995,18.38274442,17.65171331,30.77471369,10.14604818
Eastern Europe,Ambient particulate matter pollution,2000,16.58071725,16.11194578,25.97068202,9.994520396
Eastern Europe,Ambient particulate matter pollution,2005,15.72003717,15.39368723,22.35508786,10.57439025
Eastern Europe,Ambient particulate matter pollution,2010,16.35899824,16.23806661,20.18273775,13.04580224
Eastern Europe,Ambient particulate matter pollution,2011,14.92061208,14.80649311,18.62867891,11.84738508
Eastern Europe,Ambient particulate matter pollution,2012,14.75802183,14.69635915,18.39084258,11.76248113
Eastern Europe,Ambient particulate matter pollution,2013,14.99488026,14.89214912,18.66206453,11.89649681
Eastern Europe,Ambient particulate matter pollution,2014,14.93900068,14.87567937,18.45417228,11.91288889
Eastern Europe,Ambient particulate matter pollution,2015,13.93775989,13.883176,17.33429696,10.94168896
Eastern Europe,Ambient particulate matter pollution,2016,12.94603753,12.88790868,16.18403673,10.41070287
Eastern Europe,Ambient particulate matter pollution,2017,12.34154597,12.25909909,15.36562644,9.880221281
Eastern Europe,Ambient particulate matter pollution,2018,12.45796973,12.37664477,15.51831715,9.960841225
Eastern Europe,Ambient particulate matter pollution,2019,12.40537019,12.3231891,15.43757863,9.935304786
Estonia,Ambient particulate matter pollution,1990,9.908308897,9.376145673,17.40100125,5.319408307
Estonia,Ambient particulate matter pollution,1995,9.334029522,8.904260098,15.68129307,5.280104025
Estonia,Ambient particulate matter pollution,2000,8.43278366,8.177765116,12.92910943,5.276826717
Estonia,Ambient particulate matter pollution,2005,8.36496091,8.235757161,11.46618412,6.035283
Estonia,Ambient particulate matter pollution,2010,8.648386553,8.642808641,9.689594124,7.671215405
Estonia,Ambient particulate matter pollution,2011,7.749831914,7.722070158,8.674406935,6.902536163
Estonia,Ambient particulate matter pollution,2012,7.484387015,7.467649282,8.384229703,6.61012567
Estonia,Ambient particulate matter pollution,2013,7.541812181,7.529796218,8.454569046,6.635537199
Estonia,Ambient particulate matter pollution,2014,8.097020858,8.072070637,9.053816233,7.175425711
Estonia,Ambient particulate matter pollution,2015,6.563380324,6.57536787,7.37071417,5.784708556
Estonia,Ambient particulate matter pollution,2016,6.517719719,6.511716324,7.287420165,5.802333178
Estonia,Ambient particulate matter pollution,2017,5.683914429,5.683898634,6.403037499,5.019137167
Estonia,Ambient particulate matter pollution,2018,5.985799478,5.982380951,6.742963526,5.286521472
Estonia,Ambient particulate matter pollution,2019,5.893562381,5.886799265,6.651034356,5.218009152
Finland,Ambient particulate matter pollution,1990,8.801565223,8.348198932,15.01162441,4.574903821
Finland,Ambient particulate matter pollution,1995,8.138244898,7.843833414,12.79557584,4.708810291
Finland,Ambient particulate matter pollution,2000,7.505004878,7.32880844,11.34423541,4.677247611
Finland,Ambient particulate matter pollution,2005,7.114175404,7.014612385,9.574073379,5.182027504
Finland,Ambient particulate matter pollution,2010,7.205869088,7.203289964,7.640446428,6.821585368
Finland,Ambient particulate matter pollution,2011,7.018955644,7.012612875,7.431234209,6.638630174
Finland,Ambient particulate matter pollution,2012,6.363062222,6.356156663,6.753366621,6.0179609
Finland,Ambient particulate matter pollution,2013,5.983816655,5.980719304,6.339293407,5.648865349
Finland,Ambient particulate matter pollution,2014,6.373112438,6.365819349,6.762190235,6.021714602
Finland,Ambient particulate matter pollution,2015,5.62877844,5.623581506,5.965541598,5.314772237
Finland,Ambient particulate matter pollution,2016,5.589432223,5.582362625,5.927314578,5.279329717
Finland,Ambient particulate matter pollution,2017,5.257788389,5.255315639,5.567965779,4.96962555
Finland,Ambient particulate matter pollution,2018,5.596788665,5.595260326,5.923973283,5.290865416
Finland,Ambient particulate matter pollution,2019,5.565330197,5.563475075,5.889922537,5.260624994
France,Ambient particulate matter pollution,1990,18.55297943,17.62128013,32.14804678,9.777460492
France,Ambient particulate matter pollution,1995,17.22733302,16.60666917,27.1820699,10.08731497
France,Ambient particulate matter pollution,2000,16.07573118,15.72050983,24.14883281,9.992626386
France,Ambient particulate matter pollution,2005,14.89539999,14.63072145,20.04014723,10.94846434
France,Ambient particulate matter pollution,2010,15.07698542,15.07796583,15.38199166,14.79500063
France,Ambient particulate matter pollution,2011,14.99131566,14.98591136,15.29737241,14.70601021
France,Ambient particulate matter pollution,2012,13.68529611,13.67739018,13.96170965,13.42720734
France,Ambient particulate matter pollution,2013,13.61154039,13.60618277,13.88311063,13.36064702
France,Ambient particulate matter pollution,2014,11.58971968,11.58559005,11.8292206,11.36685198
France,Ambient particulate matter pollution,2015,12.30792454,12.30434661,12.5575664,12.07202697
France,Ambient particulate matter pollution,2016,11.4918237,11.48964881,11.72951837,11.27144746
France,Ambient particulate matter pollution,2017,11.43000879,11.42530392,11.66965328,11.21480854
France,Ambient particulate matter pollution,2018,11.53704439,11.53130385,11.77562224,11.32247793
France,Ambient particulate matter pollution,2019,11.40575038,11.40052183,11.64352361,11.18945513
Germany,Ambient particulate matter pollution,1990,20.5580271,19.56271352,35.6540981,10.84705946
Germany,Ambient particulate matter pollution,1995,18.63671331,17.93244524,29.41548403,10.90771635
Germany,Ambient particulate matter pollution,2000,16.43916499,16.04785106,24.86487157,10.25223643
Germany,Ambient particulate matter pollution,2005,15.08202344,14.85025925,20.33032454,11.0734003
